6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,
8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,
6,7,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,
8,9,0,4,4,0,6,7,0,,0,8,9,0,0,0,0,6,7,0,4,4,4,4,4,4,4,0,8,9,
6,7,0,4,0,0,8,9,0,0,0,0,0,0,0,6,7,8,9,0,4,,4,4,4,0,0,0,6,7,
8,9,0,4,0,6,7,6,7,6,7,6,7,6,7,8,9,0,0,0,4,0,0,0,0,0,6,7,8,9,
6,7,0,4,0,8,9,8,9,8,9,8,9,8,9,0,0,0,0,0,0,0,6,7,27,26,8,9,6,7,
8,9,0,4,0,25,0,0,0,,0,0,0,0,0,0,0,0,0,6,7,0,8,9,0,0,0,0,8,9,
6,7,0,4,0,24,0,,4,4,4,4,0,0,0,0,6,7,27,8,9,0,0,0,0,4,4,0,6,7,
8,9,0,4,0,25,0,0,4,0,0,0,0,6,7,27,8,9,0,0,0,0,0,0,0,0,4,0,8,9,
6,7,0,4,0,6,7,0,4,0,6,7,27,8,9,0,0,0,0,4,4,4,0,6,7,0,4,0,6,7,
8,9,0,4,0,8,9,0,0,0,8,9,0,0,0,0,4,0,0,0,0,4,0,8,9,0,4,0,8,9,
6,7,0,4,0,0,0,0,0,6,7,0,0,4,4,4,4,0,6,7,0,4,0,0,0,0,4,0,6,7,
8,9,0,4,4,0,6,7,0,8,9,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,8,9,
6,7,0,4,4,0,8,9,0,0,0,0,6,7,0,0,0,6,7,28,27,26,27,26,27,26,27,26,26,27,
8,9,0,0,0,0,25,0,0,0,0,0,8,9,0,0,0,8,9,28,27,26,27,26,27,26,27,26,26,27,
26,27,26,27,26,27,28,27,26,27,26,26,27,6,7,0,0,0,0,25,0,0,0,0,0,0,0,0,6,7,
26,27,26,27,26,27,28,27,26,27,26,26,27,8,9,0,0,0,0,24,0,0,0,0,0,0,0,0,8,9,
6,7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,6,7,
8,9,0,0,0,0,24,6,7,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,8,9,
6,7,0,0,0,6,7,8,9,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,6,7,
8,9,0,0,0,8,9,0,0,1,1,6,7,6,7,6,7,6,7,1,1,6,7,0,0,0,1,1,8,9,
6,7,3,3,3,2,2,2,2,3,3,8,9,8,9,8,9,8,9,1,1,8,9,6,7,0,1,1,6,7,
8,9,3,3,3,2,2,6,7,3,3,2,2,2,2,2,2,2,2,3,1,0,0,8,9,0,1,1,8,9,
6,7,1,1,1,6,7,8,9,3,3,2,2,2,2,2,2,2,2,3,1,0,0,0,6,7,1,1,6,7,
8,9,3,3,3,8,9,27,26,27,26,26,27,27,26,27,26,6,7,1,1,0,0,0,8,9,1,1,8,9,
6,7,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,8,9,3,3,2,2,2,2,2,3,3,6,7,
8,9,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,8,9,
6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,
8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,
