15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,
23,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,24,0,23,24,
23,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,15,16,0,23,24,
23,24,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17,18,0,23,24,
23,24,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,16,0,0,0,23,24,
23,24,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,16,17,18,0,0,0,23,24,
23,24,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,16,15,16,17,18,0,0,0,0,0,23,24,
23,24,0,0,6,5,0,0,0,0,0,15,16,15,16,15,16,17,18,17,18,0,0,0,0,0,0,0,23,24,
23,24,0,0,0,6,0,0,0,15,16,17,18,17,18,17,18,0,0,0,0,0,14,13,12,11,10,9,23,24,
23,24,0,0,0,0,0,15,16,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,
23,24,0,0,5,0,0,17,18,0,0,0,0,0,0,0,15,16,15,16,15,16,0,0,0,0,0,0,23,24,
23,24,0,0,1,0,23,24,3,0,0,0,0,0,0,0,17,18,17,18,17,18,15,16,0,0,0,0,23,24,
23,24,0,0,1,0,23,24,1,23,24,23,24,0,0,0,0,0,0,0,0,0,17,18,15,16,0,0,23,24,
23,24,0,0,1,0,23,24,1,23,24,15,16,0,0,0,0,0,0,0,0,0,0,0,17,18,15,16,23,24,
23,24,0,0,1,0,23,24,1,23,24,17,18,15,16,15,16,0,0,0,0,0,0,0,0,0,17,18,23,24,
23,24,0,0,1,0,23,24,1,23,24,0,0,17,18,17,18,15,16,15,16,0,0,0,0,0,0,0,23,24,
23,24,0,0,1,0,15,16,1,23,24,0,0,0,0,0,0,17,18,17,18,15,16,15,16,0,0,0,23,24,
23,24,0,0,1,0,17,18,1,23,24,0,3,2,2,2,2,2,2,3,0,17,18,17,18,15,16,0,23,24,
23,24,0,0,1,0,0,0,1,15,16,0,1,0,15,16,0,0,0,1,0,0,0,0,0,17,18,0,23,24,
23,24,3,2,3,2,2,2,3,17,18,0,1,0,17,18,15,16,0,3,2,2,3,0,0,0,15,16,23,24,
23,24,1,0,15,16,0,0,1,0,15,16,3,2,3,0,17,18,15,16,0,0,1,0,0,0,17,18,23,24,
23,24,1,0,17,18,0,0,1,0,17,18,15,16,1,0,0,0,17,18,15,16,3,2,2,3,0,0,23,24,
23,24,1,15,16,0,0,0,1,0,0,0,17,18,1,0,0,0,0,0,17,18,15,16,0,1,0,0,23,24,
23,24,1,17,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17,18,0,1,0,0,23,24,
23,24,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,0,23,24,
23,24,27,28,27,28,27,28,27,28,27,28,27,28,27,28,27,28,27,28,23,24,0,0,0,3,3,0,23,24,
23,24,27,28,27,28,27,28,27,28,27,28,27,28,27,28,27,28,27,28,27,28,23,24,0,0,0,0,23,24,
15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,
