6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,
8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,
6,7,0,0,0,0,0,0,0,0,0,6,7,4,4,4,4,4,4,6,7,0,0,0,0,0,0,0,6,7,
8,9,0,22,3,0,6,7,0,0,0,8,9,4,4,4,4,4,4,8,9,0,0,0,0,0,0,0,8,9,
6,7,0,0,0,0,8,9,0,0,0,0,6,7,4,6,7,4,6,7,0,0,0,0,0,0,22,0,6,7,
8,9,0,0,0,0,0,0,0,0,0,0,8,9,4,8,9,4,8,9,0,0,0,6,7,0,0,0,8,9,
6,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,6,7,
8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,
6,7,0,6,7,0,0,0,0,0,0,22,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,6,7,
8,9,0,8,9,1,0,0,6,7,0,0,6,7,0,0,0,0,8,9,0,0,6,7,0,0,0,0,8,9,
6,7,0,1,1,1,1,0,8,9,0,0,8,9,1,0,1,0,1,0,0,0,8,9,0,0,0,0,6,7,
8,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,
6,7,0,1,0,22,0,1,0,1,0,0,1,1,0,6,7,0,0,0,0,0,0,0,0,0,0,0,6,7,
8,9,0,0,0,0,0,0,0,1,0,22,0,0,0,8,9,1,0,0,22,0,0,0,0,0,0,0,8,9,
6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,
8,9,0,0,0,0,0,0,6,7,0,0,0,0,0,0,1,1,0,1,0,0,0,6,7,0,0,0,8,9,
6,7,6,7,1,1,0,0,8,9,0,0,1,0,0,1,0,0,0,0,0,1,0,8,9,0,0,0,6,7,
8,9,8,9,0,0,0,0,1,0,0,0,1,0,0,6,7,0,0,22,0,0,0,0,0,0,0,0,8,9,
6,7,0,0,0,0,0,1,0,6,7,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,6,7,6,7,
8,9,0,0,6,7,0,0,0,8,9,0,0,22,0,0,0,0,0,0,0,6,7,0,0,0,8,9,8,9,
6,7,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,1,0,3,3,6,7,
8,9,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,3,3,8,9,
6,7,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,3,3,6,7,
8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,9,
6,7,3,3,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,0,0,6,7,
8,9,3,3,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,26,27,8,9,
6,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,7,
8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,9,
6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,
8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,
