6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,8,9,6,7,6,7,
8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,6,7,8,9,8,9,
6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,8,9,6,7,6,7,
8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,6,7,8,9,8,9,
6,7,6,7,6,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,7,6,7,
8,9,8,9,8,9,8,9,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,8,9,8,9,
6,7,6,7,6,7,6,7,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,6,7,6,7,
8,9,8,9,8,9,8,9,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,8,9,8,9,
6,7,6,7,6,7,6,7,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,6,7,6,7,
8,9,8,9,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,7,8,9,8,9,
6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,4,4,8,9,6,7,6,7,
8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,4,4,6,7,8,9,8,9,
6,7,6,7,6,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,6,7,6,7,
8,9,8,9,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,8,9,8,9,
6,7,6,7,6,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,6,7,6,7,
8,9,8,9,8,9,4,4,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,8,9,8,9,
6,7,6,7,6,7,4,4,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,6,7,6,7,
8,9,8,9,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,8,9,
6,7,6,7,6,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,6,7,
8,9,8,9,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,8,9,
6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,4,4,6,7,6,7,
8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,4,4,8,9,8,9,
6,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,6,7,
8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,8,9,
6,7,4,4,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,
8,9,4,4,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,
6,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,
8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,
6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,
8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,
